evaluationIndex,f,Nu,NuBoundary,obj,x1,x2,x3,x4,x5,x6,x7,x8,grad1,grad2,grad3,grad4,grad5,grad6,grad7,grad8
1,1.311499402339712,8.168671946111226,8.254825782533898,-3.127945903507017,0.0125,-0.00469,0.0,-0.00625,0.0,0.0,0.0,0.0,-0.026513037505448978,-0.12389672347712377,-0.7205938475296492,-0.21217508528059703,-0.1462991094016708,0.06504168766863216,0.12379428130460113,-0.15612427028122156
2,1.3128756416253469,8.171622739882752,8.259729228133335,-3.1292067372647603,0.01252651303750545,-0.004566103276522876,0.0007205938475296492,-0.006037824914719403,0.0001462991094016708,-6.504168766863216e-5,-0.00012379428130460113,0.00015612427028122156,0.48444079462361955,-0.07411785074262767,-0.20394363034248464,0.06846233076762687,0.4652246397418569,0.24289394988241675,0.4168347989415011,0.15787400874334168
3,1.3186198920522594,8.178663128780599,8.275663543349832,-3.13203196156128,0.012632565187527246,-0.004070516382614381,0.003602969237648246,-0.005189124573597015,0.000731495547008354,-0.0003252084383431608,-0.0006189714065230056,0.0007806213514061078,0.4457610217301067,0.3489523085922208,0.05058410079028519,0.35689661594595634,0.026373106444044225,0.11525387043853641,0.14324509396912433,0.2531703143715536
4,1.3148966558356334,8.174227842364013,8.262007003501187,-3.1284107106473047,0.012564500470024149,-0.004388586142870882,0.001753048546497891,-0.005733824034677299,0.00035591400338729975,-0.00015823231966267097,-0.00030116463754133394,0.0003798164888970664,-0.09633520394225492,-0.3838208845643454,-1.308742938269436,-0.6555639662106927,-0.1214568690495188,-0.06373425902084229,-0.4984217457606466,-0.2578755446303038
5,1.316651098411938,8.175489234001493,8.268630341002904,-3.130218298979423,0.012623091134455474,-0.004155147900889023,0.0025490204776828207,-0.005335112797396452,0.0004297835585047138,-0.00011946941233226577,1.973364519074921e-6,0.0005366553067142368,0.3277190230837057,-0.05896712664887893,-0.8954955561246702,-0.34458083962563,-0.06819950039527178,0.17583713949664848,-0.5235451175440442,-0.30246582325221816
6,1.3237708915428912,8.181198392524744,8.282800606124386,-3.130719274430803,0.012857453792180774,-0.0032213949329615863,0.005732908202422539,-0.0037402678482730675,0.0007252617789743703,3.558221698935499e-5,0.0012145253727607103,0.0011640105779829185,0.38346668627986524,1.568753917571053,1.2683406467142166,1.7804472085372058,0.28204475245763305,0.5215989979541202,0.6532938402414867,0.6951191763830966
7,1.3187612494802734,8.177115665553462,8.275318805073084,-3.131705203888031,0.012693233122069662,-0.003875686617479932,0.0035019206347352335,-0.004857794457718455,0.0005182167153975565,-7.306428291022143e-5,0.00036487592232900204,0.000724415362407927,0.19774793097804277,0.4697239782704976,0.31493648125868745,0.8917776770178687,0.07173708538266155,0.15792794616786843,0.29299310325825445,0.7957731774781429
8,1.3296552790192648,8.183909141061577,8.29234752319875,-3.129969218957022,0.01141740026090634,-0.005525608312515638,0.01176161556665003,-0.008641598109172019,0.0008260099029845014,-0.001209591385851862,0.0016430069679397533,-0.005565979358275625,0.505023197372445,0.2911638204559086,1.0728548661551596,0.7038211480301371,-0.24605929604870624,0.31286399332919324,0.19301254685655245,-0.4387854288954163
9,1.3235479134911081,8.18260480172213,8.283932445941133,-3.1315509559360324,0.012102814559298096,-0.004639222677352516,0.007324268654667959,-0.006608829394743045,0.0006606545040592016,-0.0005990161682205625,0.000956358018420441,-0.0021865974538518673,0.21817257563028214,0.34569674988338406,0.32774828107173803,0.6422922806330611,-0.44795145444309625,-0.22784567851275028,-0.3359014157471307,0.2345297532762025
10,1.3211349630036473,8.17963969887871,8.279862257262586,-3.131774958952171,0.012398023840683878,-0.004257454647416224,0.005413094644701596,-0.00573331192623075,0.000589435609728379,-0.00033604022556539195,0.0006606169703747215,-0.0007310910457219702,-0.10103972509467596,0.5290749604620615,0.5721460955001589,0.7363806205966661,-0.3014790260191802,0.00706686007512225,0.23013752532041742,0.352242979585915
11,1.3223242621435853,8.180956874200389,8.281145609146908,-3.1312758464556216,0.012250419199990986,-0.00444833866238437,0.0063686816496847775,-0.006171070660486897,0.0006250450568937903,-0.0004675281968929772,0.0008084874943975813,-0.001458844249786919,-0.0590675976206434,0.29928133651213606,0.17815734516268833,0.3537862715754514,-0.5099522005529433,-0.3308323576238781,-0.32909859250951357,0.051749850071169945
12,1.3217286694659203,8.180467030179653,8.280672939346852,-3.131617237314816,0.012324221520337433,-0.004352896654900297,0.005890888147193187,-0.005952191293358823,0.0006072403333110847,-0.0004017842112291846,0.0007345522323861514,-0.0010949676477544446,0.22401273834304902,0.405407765057042,0.340691680765115,0.7495800529500052,-0.34715711802801863,-0.21882702470876758,0.0348245837258343,0.18033749468315818
13,1.321432852061623,8.180310557552,8.280065015316984,-3.1315861131758504,0.012361122680510655,-0.004305175651158261,0.0056519913959473915,-0.005842751609794786,0.0005983379715197319,-0.0003689122183972883,0.0006975846013804366,-0.0009130293467382075,0.024866839051895795,0.46781204142298805,0.30691044954478386,0.7379199092594213,-0.3502847259120312,-0.28441298040737806,-0.026047516385130365,0.1677747253958639
14,1.3212844360578766,8.179717667654428,8.279971363801396,-3.131684163394514,0.012379573260597267,-0.004281315149287242,0.005532543020324495,-0.005788031768012768,0.0005938867906240554,-0.00035247622198134016,0.0006791007858775791,-0.0008220601962300889,0.06891723981672371,0.5163012384217236,0.5808862348255506,0.7688629874400554,-0.2989054988080664,-0.17750865535193228,0.21358266290771866,0.23633203753092857
15,1.321207989466459,8.17976870000829,8.279839368126042,-3.1316896227117264,0.012388798550640573,-0.0042693848983517335,0.0054728188325130454,-0.005760671847121759,0.0005916612001762172,-0.00034425822377336606,0.0006698588781261503,-0.0007765756209760295,0.07482959942040068,0.5041431597700985,0.5827237753290859,0.7937754387836726,-0.3443082014977783,0.008602380042521673,0.21337685015065944,0.33634545123084614
16,1.3211736594156487,8.179562675521135,8.27973869869268,-3.1316698127412743,0.012393411195662226,-0.004263419772883978,0.005442956738607321,-0.005746991886676254,0.0005905484049522981,-0.000340149224669379,0.0006652379242504359,-0.0007538333333489999,-0.11605452081053791,0.5086773110531961,0.5692202335139118,0.7195730331466255,-0.5068038896567373,0.004579476413635319,0.20669177849863551,0.33752943760334553
17,1.3211515088914216,8.179576297270103,8.279702955473912,-3.131672740562448,0.012395717518173052,-0.004260437210150101,0.005428025691654459,-0.005740151906453502,0.0005899920073403385,-0.0003380947251173855,0.0006629274473125787,-0.0007424621895354851,-0.10015002137664375,0.5138446392078944,0.5664883024523171,0.7336749414459387,-0.30956064208864653,0.005417343439617639,0.21762241454714726,0.33986824452236775
18,1.321144370939291,8.179576595672064,8.279670737849377,-3.1316625518761034,0.012396870679428466,-0.0042589459287831625,0.0054205601681780275,-0.0057367319163421256,0.0005897138085343588,-0.00033706747534138873,0.0006617722088436502,-0.0007367766176287276,-0.10449029453818426,0.51431601398777,0.5666370377399588,0.7278846684783957,-0.3270567404771718,0.003531025526193332,0.20122034595271288,0.33719294277689826
19,1.3211390644078485,8.179571803631655,8.279653319078244,-3.1316584905924305,0.012397447260056172,-0.004258200288099694,0.005416827406439811,-0.005735021921286438,0.0005895747091313689,-0.00033655385045339034,0.0006611945896091858,-0.0007339338316753488,-0.10760848647262122,0.5137540977002697,0.5623722333363279,0.7123051567274885,-0.3219889565422296,-0.0012278881298399824,0.20894272445115547,0.33158920813458614
20,1.3211372019281735,8.17965333605912,8.279648096296128,-3.1316575442598835,0.012397735550370026,-0.004257827467757959,0.005414961025570704,-0.005734166923758594,0.000589505159429874,-0.00033629703800939115,0.0006609057799919537,-0.0007325124386986593,-0.11275097576590731,0.5113067944044758,0.5698540729877077,0.7330738830237937,-0.32193375865441354,0.004590730048770197,0.20376147344758344,0.33808409521274285
21,1.3211362935006852,8.179596275135927,8.27964076415401,-3.131654509461341,0.01239787969552695,-0.004257641057587092,0.0054140278351361495,-0.005733739424994671,0.0005894703845791265,-0.0003361686317873915,0.0006607613751833377,-0.0007318017422103147,-0.11934667208413074,0.512522817488259,0.5684652454007733,0.7296165453474224,-0.31420052025055156,0.00021516576387270447,0.1949678223895912,0.3269575011186632
22,1.3211356810850041,8.179599087295633,8.279635562735086,-3.131652324553924,0.012397951768105415,-0.004257547852501657,0.005413561239918873,-0.0057335256756127105,0.0005894529971537528,-0.00033610442867639174,0.0006606891727790296,-0.0007314463939661424,-0.12090307364642783,0.507678901685793,0.5600287022331507,0.7250250653858537,-0.31731666725454133,0.0022094334455324827,0.20717155731064807,0.33359805440014156
23,1.3211347676884335,8.179604961383621,8.279634583229447,-3.1316527111723627,0.012397987804394647,-0.004257501249958941,0.005413327942310235,-0.0057334188009217305,0.0005894443034410658,-0.0003360723271208919,0.0006606530715768756,-0.0007312687198440565,-0.13119920402093754,0.5057391450498105,0.5674806175819391,0.7268974899430347,-0.32076873847985965,-0.001643949042229309,0.20749365628391914,0.3360295143606251
24,1.3211347130818418,8.179612720047842,8.279634844872593,-3.1316529064906384,0.012398005822539263,-0.0042574779486875824,0.005413211293505915,-0.00573336536357624,0.0005894399565847224,-0.00033605627634314194,0.0006606350209757986,-0.0007311798827830133,-0.11576299301796489,0.5177434604071163,0.5644135211171353,0.7330403654066675,-0.32227813707286224,0.0007709520093435174,0.20230897842132833,0.3305262206634296
25,1.3211347660424793,8.17961273382553,8.279633105478467,-3.13165191808384,0.01239801483161157,-0.004257466298051903,0.005413152969103756,-0.0057333386449034945,0.0005894377831565507,-0.00033604825095426695,0.0006606259956752601,-0.0007311354642524916,-0.13492342812426728,0.5030022365333231,0.5702187155514071,0.7254297684615718,-0.3181225966040202,-0.0026998190940652478,0.2078704623365013,0.3323362736380453
26,1.3211348742932212,8.179617890605991,8.279633874867455,-3.1316522236104958,0.012398019336147724,-0.004257460472734064,0.005413123806902676,-0.005733325285567122,0.0005894366964424648,-0.0003360442382598295,0.0006606214830249908,-0.000731113254987231,-0.09537064253062333,0.51175643071244,0.5618396421345206,0.7235509531393625,-0.327142468273367,0.001842844561172896,0.20775493560409863,0.3335375056698897
27,1.3211349780758812,8.179624941330903,8.279633671216354,-3.1316520103042738,0.0123980215884158,-0.0042574575600751435,0.005413109225802136,-0.005733318605898936,0.000589436153085422,-0.0003360422319126107,0.0006606192266998562,-0.0007311021503546005,-0.11852273293877502,0.5024175885779414,0.5676876828513144,0.7222680383840441,-0.3258031126835981,-0.004686350007609974,0.19434951104946308,0.34000711432491393
28,1.321135057004352,8.179628895523537,8.279634831751375,-3.131652555511537,0.01239802271454984,-0.004257456103745684,0.005413101935251866,-0.005733315266064843,0.0005894358814069005,-0.00033604122873900135,0.0006606180985372889,-0.0007310965980382854,-0.11162852726798178,0.5067787418870928,0.5661500601203961,0.7178717494276121,-0.320992529881714,-0.001488865430943065,0.1998361545703098,0.33324028804093686
29,1.3211351977033001,8.179634529259495,8.279636641865272,-3.131653388291843,0.01239802327761686,-0.004257455375580954,0.005413098289976732,-0.005733313596147796,0.0005894357455676398,-0.00033604072715219665,0.0006606175344560052,-0.0007310938218801279,-0.09459885424578651,0.5217097370930901,0.5647926966576566,0.7249847801173992,-0.3220035588518133,-0.0028391515343173523,0.2057759707811968,0.3203871564299021
30,1.32113522793687,8.179639286319889,8.279639486219175,-3.131654887751801,0.01239802355915037,-0.004257455011498589,0.005413096467339164,-0.005733312761189273,0.0005894356776480093,-0.00033604047635879433,0.0006606172524153634,-0.0007310924338010489,-0.12057085254291167,0.5043358339487103,0.5673751055057519,0.7355069187560126,-0.32555954739321713,0.001533139676324069,0.19547278542209057,0.3287505187725692
31,1.3211355258556157,8.17964330387413,8.27964100604152,-3.131655407193514,0.012398023699917124,-0.004257454829457406,0.0054130955560203805,-0.005733312343710011,0.0005894356436881942,-0.00033604035096209317,0.0006606171113950424,-0.0007310917397615095,-0.12606197644426942,0.5083606932201334,0.5682419357839752,0.7218238405091171,-0.31913646336390045,0.000596876979397365,0.20511386785582175,0.33486531954096677
32,1.3211354975020158,8.17964952767217,8.279644204835755,-3.131657155858653,0.012398023770300502,-0.004257454738436815,0.005413095100360988,-0.00573331213497038,0.0005894356267082866,-0.00033604028826374254,0.0006606170408848819,-0.0007310913927417396,-0.12651539344799012,0.5077701486879693,0.5689490930855801,0.7161469489547212,-0.3259953018415196,0.0018065816207446517,0.21036712130273472,0.32803445423001953
33,1.3211357751866228,8.179653565876253,8.279645824946396,-3.131657749469549,0.01239802380549219,-0.00425745469292652,0.005413094872531292,-0.005733312030600565,0.0005894356182183328,-0.00033604025691456727,0.0006606170056298018,-0.000731091219231855,-0.12089877258469883,0.502904681986438,0.5701115800249568,0.7276295371083652,-0.32156579451947387,0.0068385966589534775,0.19506657658308058,0.324128847093208
